Testcase, Testcase #,domainCodeRegister,category,staticGroup,requestedDate,messageRegister,action,userTokenValidity,domainCodeSaveAction,value,data,messageSaveAction
,TC-006,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/9/2020,OK,PAYMENT_FAILURE,Valid,PETSURE,,"{
        ""title"": ""Mr"",
        ""surname"": ""jdjhjshdjsds"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Email address is null or invalid!
,TC-007,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/10/2020,OK,PAYMENT_FAILURE,Valid,PETSURE,rumanaintervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""jdjhjshdjsds"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Email address is null or invalid!
,TC-008,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/11/2020,OK,PAYMENT_FAILURE,null,PETSURE,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""jdjhjshdjsds"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Invalid token
,TC-009,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/12/2020,OK,PAYMENT_FAILURE,Invalid,Invalid,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""jdjhjshdjsds"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Invalid domain code
,TC-010,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/13/2020,OK,PAYMENT_FAILURE,Valid,null,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""jdjhjshdjsds"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Invalid domain code
,TC-011,STS,user,"{
        ""underwriter"":""GLI""
 }",12/14/2020,OK,PAYMENT_FAILURE,Valid,PETSURE,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""jdjhjshdjsds"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Requested domain and registered domain are mismatch
,TC-012,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/15/2020,OK,PAYMENT_FAILURE,Valid,PETSURE,gihan@intervest.lk,"{
        ""title"": """",
        ""surname"": ""jdjhjshdjsds"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Document action saved successfully
,TC-013,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/16/2020,OK,PAYMENT_FAILURE,Valid,PETSURE,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": """",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Document action saved successfully
,TC-014,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/17/2020,OK,PAYMENT_FAILURE,Valid,PETSURE,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""jdjhjshdjsds"",
        ""first_name"": """",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Document action saved successfully
"SaveAction-PAYMENT_FAILURE_2ND_ATTEMPT

































",TC-005,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/8/2020,OK,PAYMENT_FAILURE_2ND_ATTEMPT,Valid,PETSURE,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""Gibhabh"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Document action saved successfully
,TC-006,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/9/2020,OK,PAYMENT_FAILURE_2ND_ATTEMPT,Valid,PETSURE,,"{
        ""title"": ""Mr"",
        ""surname"": ""Gibhabh"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Email address is null or invalid!
,TC-007,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/10/2020,OK,PAYMENT_FAILURE_2ND_ATTEMPT,Valid,PETSURE,rumanaintervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""Gibhabh"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Email address is null or invalid!
,TC-008,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/11/2020,OK,PAYMENT_FAILURE_2ND_ATTEMPT,null,PETSURE,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""Gibhabh"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Invalid token
,TC-009,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/12/2020,OK,PAYMENT_FAILURE_2ND_ATTEMPT,Invalid,Invalid,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""Gibhabh"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Invalid domain code
,TC-010,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/13/2020,OK,PAYMENT_FAILURE_2ND_ATTEMPT,Valid,null,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""Gibhabh"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Invalid domain code
,TC-011,STS,user,"{
        ""underwriter"":""GLI""
 }",12/14/2020,OK,PAYMENT_FAILURE_2ND_ATTEMPT,Valid,PETSURE,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""Gibhabh"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Requested domain and registered domain are mismatch
,TC-012,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/15/2020,OK,PAYMENT_FAILURE_2ND_ATTEMPT,Valid,PETSURE,gihan@intervest.lk,"{
        ""title"": """",
        ""surname"": ""Gibhabh"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Document action saved successfully
,TC-013,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/16/2020,OK,PAYMENT_FAILURE_2ND_ATTEMPT,Valid,PETSURE,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": """",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Document action saved successfully
,TC-013,PETSURE,user,"{
        ""underwriter"":""GLI""
 }",12/16/2020,OK,PAYMENT_FAILURE_2ND_ATTEMPT,Valid,PETSURE,gihan@intervest.lk,"{
        ""title"": ""Mr"",
        ""surname"": ""Gibhabh"",
        ""first_name"": ""Amila"",
        ""payment_amount"": ""�30.00"",
        ""login_link"": ""https://www.google.com/"",
        ""policy_number"": ""123456850"",
        ""pet_list"": [
            {
                ""pet"": ""rover""
            },
            {
                ""pet"": ""rover2""
            }
        ],
        ""payment_due"": ""01-05-2021""
    }",Document action saved successfully
